Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
1122,27.347649999999998,0.20454917978117848,26.967,27.743,27.331,1.7214500000000001,0.018784617760465017,1.689,1.761,1.7200000000000002,2466.1657666666665,197.54620735097163,2259.8,2899.8,2397.6,6.428663333333333,2.9737195883785126,0.0,20.479,7.555,9.684586666666666,0.014252404731246044,9.646,9.738,9.684,158.59796500000002,14.809124040083658,143.33,190.84,153.42,106.89223683333333,46.8789921260778,0.0,166.61,127.42500000000001,1.7519056666666666,0.8798296388885736,0.0,10.648,2.023,0.0,0.0,0.0,0.0,0.0,9.11332,0.02274968552233636,9.055,9.166,9.113,9.029514833333334,0.022733717622916354,8.969,9.083,9.028,56.76091666666667,23.638329137582183,0.0,78.338,67.0295,44.81905,0.19752008479723215,44.449,45.102,44.863,49.7704,0.10682540801050418,49.555,49.898,49.808499999999995,47.0212,0.06563013983100166,46.898,47.152,47.004,40.4258,0.011525653038596912,40.398,40.441,40.428,0.6264833333333333,0.029882533681216464,0.589,0.696,0.6205,20,73,1,115,0
1123,27.42865,0.20206508642648355,27.13,27.937,27.3515,1.7300833333333334,0.015542496872753251,1.708,1.77,1.724,2466.244866666667,196.8348749459338,2259.8,2897.8,2398.0,6.441825,2.978149457525696,0.0,20.479,7.555,9.688518333333333,0.014160055644263963,9.646,9.738,9.688,158.58644833333332,14.819169873341462,143.25,190.84,153.44,106.87070916666667,46.8819189358695,0.0,166.79,127.58,1.7584408333333335,0.8860995357354097,0.0,11.031,2.031,0.0,0.0,0.0,0.0,0.0,9.119735666666665,0.022743072259001476,9.057,9.175,9.119,9.035519333333333,0.023007386847065887,8.972,9.095,9.035,56.91113333333333,23.494694863472553,0.0,78.371,66.923,44.83953333333333,0.1927172748421859,44.457,45.109,44.8925,49.78243333333333,0.10197396920528133,49.574,49.906,49.812,47.03853333333333,0.0495688073960459,46.992,47.16,47.008,40.41018333333333,0.03749688875982253,40.32,40.453,40.428,0.6231500000000001,0.030002160939121465,0.574,0.694,0.618,20,73,1,115,0
1124,27.30431666666667,0.14337038576402256,26.991,27.614,27.27,1.72675,0.012271815579901708,1.7,1.751,1.7229999999999999,2467.5236666666665,196.75834813585132,2258.8,2897.8,2399.0,6.4352583333333335,2.978390625173955,0.0,20.479,7.5565,9.686491666666665,0.014531869205067922,9.637,9.734,9.686,158.60234,14.821717248959432,143.3,190.87,153.43,106.91638983333334,46.86841335507246,0.0,166.55,127.39500000000001,1.7490993333333333,0.8794254709710914,0.0,10.859,2.023,0.0,0.0,0.0,0.0,0.0,9.120262166666667,0.023386062515068494,9.055,9.171,9.12,9.036005166666667,0.023710655252458634,8.967,9.095,9.035,56.79358333333333,23.54653677172272,0.0,78.436,66.88,44.82771666666667,0.1917787471361419,44.445,45.035,44.863,49.78293333333333,0.11065565257286897,49.562,49.926,49.816,47.02863333333333,0.05371960052183481,46.918,47.156,47.008,40.41348333333334,0.0303831418838588,40.32,40.441,40.426,0.6163166666666666,0.030060104574097066,0.573,0.688,0.613,20,73,1,115,0
1125,27.351616666666665,0.3079706728094946,26.846,27.959,27.439,1.73045,0.02377537894688106,1.682,1.778,1.7349999999999999,2471.3472333333334,196.04621785589416,2264.0,2899.6,2403.6,6.426161666666667,2.9800923626089197,0.0,20.479,7.5495,9.688625,0.015965040323183657,9.641,9.742,9.688,158.60787333333334,14.81478339852272,143.24,190.87,153.46,106.91293483333334,46.872194317618735,0.0,166.68,127.56,1.7528963333333334,0.8818778732627592,0.0,10.75,2.023,0.0,0.0,0.0,0.0,0.0,9.120950333333333,0.023828578781583832,9.047,9.181,9.12,9.036976,0.024076365365818513,8.964,9.099,9.036,56.59396666666667,23.61372075576133,0.0,78.097,66.7555,44.80788333333333,0.18392169406577066,44.449,45.043,44.857,49.77491666666666,0.09618366816980543,49.57,49.91,49.805,47.03163333333334,0.07287764686396563,46.898,47.168,47.008,40.40335,0.05393367709904339,40.227,40.453,40.43,0.6188333333333333,0.03188760274839654,0.565,0.693,0.6125,20,73,1,115,0
1126,27.6873,0.3268453892509075,27.219,28.387,27.5665,1.7440166666666668,0.0268204903117929,1.708,1.803,1.739,2477.0189,196.6049644544404,2269.6,2909.4,2409.2,6.424093333333333,2.9913594356765696,0.0,20.479,7.554,9.694966666666666,0.014941473653795374,9.651,9.748,9.696,158.60244166666666,14.829501306734388,143.26,190.85,153.45,106.90453000000001,46.86861887467962,0.0,166.47,127.56,1.760185,0.8875077100684253,0.0,10.992,2.031,0.0,0.0,0.0,0.0,0.0,9.131770333333334,0.023333602294865235,9.074,9.184,9.131,9.0480985,0.023831200531445402,8.991,9.111,9.047,56.34898333333334,23.61414883431561,0.0,77.757,66.6045,44.80395,0.18929220752716935,44.449,45.047,44.855,49.76395,0.09960029014320182,49.562,49.898,49.801,47.02295,0.07883117016657176,46.898,47.16,47.008,40.34751666666667,0.034825225450576126,40.258,40.437,40.352,0.6138333333333333,0.02765842910515656,0.571,0.68,0.6065,20,73,1,115,0
1127,27.889266666666668,0.514596760569575,27.005,28.504,28.088,1.7494333333333332,0.03647491204978484,1.686,1.799,1.7565,2474.5583666666666,197.96216167803664,2269.8,2909.4,2405.4,6.430573333333333,2.979613275814706,0.0,20.479,7.554,9.69291,0.014822327831255568,9.649,9.747,9.693,158.622695,14.81373621847073,143.31,190.84,153.48,106.91248116666667,46.88809160023781,0.0,166.57,127.455,1.7515791666666667,0.8814114733937892,0.0,10.586,2.023,0.0,0.0,0.0,0.0,0.0,9.126557333333333,0.022999453805863067,9.061,9.175,9.126,9.0424255,0.023114515566802576,8.979,9.095,9.042,56.55526666666666,23.559814960617395,0.0,78.226,66.7875,44.798766666666666,0.18948926597805715,44.437,45.035,44.855,49.752833333333335,0.10703098975698926,49.535,49.895,49.803,47.02773333333333,0.08419546802623369,46.898,47.195,47.008,40.32795,0.07096082113105352,40.246,40.445,40.285,0.6133500000000001,0.03189061016896909,0.566,0.693,0.607,20,73,1,115,0
1128,27.713066666666666,0.4674433480282088,27.029,28.461,27.805500000000002,1.7373666666666667,0.03334054724199171,1.686,1.796,1.7355,2472.756966666667,195.5579818251043,2269.8,2904.4,2406.0,6.467766666666666,3.002073141035893,0.0,20.479,7.564,9.696905,0.014820438049304463,9.651,9.743,9.698,158.52174666666667,14.746422598234696,143.33,190.8,153.53,107.15781133333334,46.655836635599634,0.0,166.65,127.48,1.7587131666666667,0.8773692778423395,0.0,10.516,2.023,0.0,0.0,0.0,0.0,0.0,9.133249333333334,0.022896852997773158,9.07,9.186,9.132,9.049173833333333,0.023778881130888788,8.976,9.106,9.049,57.36196666666667,23.140934835991736,0.0,78.204,66.756,44.79071666666667,0.18365489852278455,44.371,45.035,44.855,49.752966666666666,0.1015334906201592,49.559,49.887,49.801,47.00281666666667,0.0747029125352107,46.898,47.129,47.004,40.35885,0.06600560453862124,40.27,40.457,40.3555,0.6147666666666667,0.034402092302682055,0.568,0.734,0.6074999999999999,20,80,1,115,0
1129,27.46943333333333,0.24688900729052948,27.005,27.942,27.506,1.7253333333333332,0.020201247374363417,1.69,1.763,1.725,2473.0951333333333,195.57449961706732,2268.0,2903.6,2405.8,6.460106666666666,2.992707339626888,0.0,20.312,7.5535,9.693875,0.014457561232609602,9.657,9.738,9.695,158.55006,14.7491310300219,143.39,190.84,153.52,107.18900183333334,46.6521778423873,0.0,166.52,127.57499999999999,1.757716,0.8780450858998141,0.0,10.672,2.023,0.0,0.0,0.0,0.0,0.0,9.126954833333333,0.02284994120942862,9.064,9.178,9.126,9.0423895,0.023408953834017074,8.977,9.1,9.042,57.29461666666667,23.116134897066562,0.0,77.851,66.7765,44.78436666666666,0.18030435348877175,44.449,45.031,44.8515,49.73833333333334,0.10174555612944908,49.543,49.883,49.789,47.04115,0.08049419918041009,46.898,47.172,47.010000000000005,40.43691666666667,0.011207279212393775,40.41,40.453,40.441,0.6135666666666667,0.032442056125494265,0.569,0.7,0.608,20,80,1,115,0
1130,27.49095,0.28732733503380575,27.049,28.069,27.5385,1.73505,0.02065817439880689,1.708,1.777,1.7345000000000002,2473.381966666667,195.80433130421545,2268.0,2903.4,2405.4,6.46299,2.9885011899228497,0.0,20.318,7.5535,9.69247,0.015026046390081912,9.646,9.739,9.693,158.54556,14.749755697476907,143.35,190.84,153.52,107.19230633333333,46.65093641159664,0.0,166.6,127.56,1.7591311666666667,0.8774393872371005,0.0,10.914,2.023,0.0,0.0,0.0,0.0,0.0,9.126053833333334,0.022995906967591784,9.062,9.181,9.125,9.042111666666667,0.023647460701348995,8.981,9.097,9.041,57.294783333333335,23.127284699298997,0.0,78.244,66.685,44.76703333333333,0.17091012274438436,44.445,45.02,44.848,49.742399999999996,0.09954612251853186,49.547,49.887,49.787,47.06336666666667,0.062098600291726966,46.984,47.168,47.082,40.42036666666667,0.03238694373190503,40.344,40.457,40.433499999999995,0.6164666666666666,0.030021724713984344,0.577,0.69,0.609,20,80,1,115,0
1131,27.4907,0.29240193488659544,26.826,28.065,27.4705,1.7372,0.020737912550426917,1.692,1.782,1.7375,2473.7244,196.3571045401498,2268.0,2907.8,2406.0,6.465331666666667,3.0010520423008678,0.0,20.099,7.559,9.69342,0.014232282427818271,9.653,9.744,9.693,158.54226166666666,14.747697567149924,143.33,190.85,153.52,107.18229866666667,46.65137429273333,0.0,166.56,127.455,1.7585426666666666,0.8795498449971622,0.0,10.734,2.023,0.0,0.0,0.0,0.0,0.0,9.1315755,0.022748770314934177,9.071,9.186,9.131,9.048259333333332,0.02334180554719974,8.986,9.103,9.0475,57.39163333333333,23.142153839646237,0.0,77.962,66.813,44.75651666666667,0.18054329418022574,44.344,45.035,44.848,49.730266666666665,0.10501926645946882,49.527,49.879,49.791,47.03803333333334,0.07496032095391363,46.91,47.168,47.012,40.386449999999996,0.03885759529183841,40.324,40.445,40.363,0.6236999999999999,0.03300143807857829,0.573,0.709,0.615,20,80,1,115,0
1132,27.515966666666667,0.45816661045721535,26.854,28.358,27.514499999999998,1.7402333333333333,0.034149902184472454,1.69,1.806,1.7425000000000002,2475.2615333333333,195.1366080714119,2272.0,2908.6,2409.4,6.458111666666667,2.9726510575096787,0.0,20.186,7.559,9.693536666666667,0.014975282547178687,9.649,9.742,9.694,158.52971333333335,14.743224482085981,143.31,190.8,153.51,107.19768616666666,46.643750300696034,0.0,166.63,127.475,1.7611081666666666,0.8774726889500762,0.0,10.5,2.031,0.0,0.0,0.0,0.0,0.0,9.133199999999999,0.02337204973434372,9.073,9.191,9.132,9.049672333333334,0.02412243664890739,8.989,9.11,9.049,57.17928333333334,23.137013849404035,0.0,77.968,66.7375,44.739450000000005,0.17887287645756939,44.367,44.953,44.8125,49.721599999999995,0.0996904021016464,49.52,49.832,49.7655,47.019933333333334,0.0927637543671758,46.898,47.172,47.004,40.35245,0.07387149286177684,40.238,40.445,40.352,0.61345,0.03286872966560332,0.567,0.683,0.6045,20,80,1,115,0
1133,27.783883333333332,0.30595447161394007,27.166,28.263,27.832,1.7546666666666666,0.024706183036357306,1.709,1.799,1.756,2474.492166666667,195.75787356532126,2268.8,2907.8,2407.6,6.465518333333334,3.0012749577388727,0.0,20.083,7.5555,9.69055,0.015126649525802614,9.643,9.731,9.691,158.52877,14.747093039396358,143.27,190.79,153.51,107.20294616666668,46.65367248448915,0.0,166.63,127.525,1.7633831666666668,0.8838924996901316,0.0,11.117,2.031,0.0,0.0,0.0,0.0,0.0,9.133896666666667,0.023072105291076537,9.066,9.187,9.134,9.050554666666667,0.023724680994768918,8.982,9.111,9.05,57.34155,23.12114791255114,0.0,77.971,66.77250000000001,44.73115,0.17221240580128205,44.371,44.941,44.820499999999996,49.71296666666667,0.10029684191028163,49.543,49.816,49.7735,47.007783333333336,0.07769520886275168,46.91,47.152,47.0,40.27891666666667,0.031188487481961166,40.238,40.359,40.27,0.5975166666666667,0.0392780145804053,0.547,0.687,0.589,20,80,1,115,0
1134,27.745816666666666,0.2254960251193623,27.435,28.146,27.687,1.7523000000000002,0.020322234629562314,1.729,1.79,1.7445,2475.1366,195.70769023497866,2270.0,2905.6,2407.8,6.461336666666667,2.987958758510537,0.0,20.203,7.557,9.689243333333334,0.014649407181641075,9.639,9.737,9.689,158.52423833333333,14.746408594895163,143.3,190.84,153.48,107.20662983333332,46.64626058022031,0.0,166.61,127.505,1.7658648333333333,0.882889874400174,0.0,10.937,2.031,0.0,0.0,0.0,0.0,0.0,9.134929333333334,0.022770889862422615,9.07,9.191,9.134,9.051629666666667,0.023481718103021257,8.983,9.113,9.051,57.2451,23.114734975181552,0.0,77.904,66.65350000000001,44.73718333333333,0.16849337276779147,44.371,44.953,44.785,49.711866666666666,0.10567819181831772,49.5,49.816,49.7735,46.98733333333333,0.0784469304941563,46.902,47.133,46.971000000000004,40.27063333333333,0.012313650502614407,40.238,40.293,40.273,0.61415,0.030710692114791025,0.567,0.688,0.609,20,80,1,115,0
1135,27.747133333333334,0.2529796311668403,27.455,28.259,27.624499999999998,1.7504833333333332,0.02211333800026853,1.728,1.797,1.7395,2475.9276666666665,195.89294246783604,2270.0,2905.4,2408.4,6.458286666666667,2.978822539868553,0.0,20.241,7.5600000000000005,9.689231666666666,0.015258966456406833,9.646,9.747,9.69,158.55461,14.756639350318961,143.24,190.88,153.51,107.22745200000001,46.65629209045981,0.0,166.58,127.59,1.7663708333333334,0.8820907296447413,0.0,10.695,2.031,0.0,0.0,0.0,0.0,0.0,9.134732,0.022479658920400818,9.071,9.186,9.134,9.051331833333334,0.023360279758972157,8.983,9.108,9.05,57.1624,23.101240479716562,0.0,77.655,66.6705,44.698949999999996,0.18195458783415627,44.297,44.965,44.7735,49.703116666666666,0.10445177164064752,49.531,49.816,49.733999999999995,46.978766666666665,0.08530610220521509,46.902,47.168,46.926,40.26483333333333,0.014329259702297046,40.199,40.285,40.268,0.6137,0.032415365680544025,0.569,0.688,0.607,20,80,1,115,0
1136,27.635350000000003,0.29845845890997075,27.095,28.116,27.6045,1.7427833333333334,0.02339353211109363,1.707,1.788,1.738,2476.5517,196.1061807953414,2269.8,2907.8,2409.6,6.461058333333334,2.980678957890955,0.0,19.851,7.557,9.690035,0.014253621219294299,9.644,9.727,9.69,158.526065,14.743202960619834,143.3,190.84,153.47,107.1726835,46.65931123059736,0.0,166.78,127.505,1.7586311666666667,0.880434790145519,0.0,10.703,2.023,0.0,0.0,0.0,0.0,0.0,9.132585166666667,0.022393927628666654,9.071,9.186,9.132,9.049324666666665,0.023147668579126916,8.986,9.111,9.049,57.20608333333333,23.113080718092807,0.0,78.03,66.6775,44.70068333333334,0.18575375459093568,44.262,44.941,44.76,49.69295,0.11025600794576672,49.453,49.816,49.7185,46.95698333333333,0.06731597429645277,46.898,47.094,46.918,40.28436666666666,0.039851404784225226,40.23,40.363,40.27,0.6107999999999999,0.03393603154890298,0.566,0.689,0.6034999999999999,20,80,1,115,0
1137,27.741933333333336,0.21058327928428786,27.375,28.222,27.67,1.7508166666666667,0.020433017204769185,1.724,1.802,1.7415,2476.7581,196.13251470611718,2270.0,2907.4,2409.8,6.46972,2.994582198321525,0.0,20.023,7.561999999999999,9.694931666666667,0.014844783929227308,9.637,9.738,9.695,158.55619166666668,14.741056647058178,143.26,190.85,153.53,107.1981525,46.65265324014597,0.0,166.57,127.55,1.7606773333333334,0.8770477641970281,0.0,10.586,2.023,0.0,0.0,0.0,0.0,0.0,9.136068166666666,0.022968684044004425,9.08,9.191,9.135,9.052376666666667,0.023760426803179198,8.996,9.111,9.052,57.31998333333333,23.13126360027658,0.0,77.981,66.783,44.72291666666667,0.1800403242653746,44.355,44.941,44.820499999999996,49.69571666666666,0.10938333955293204,49.535,49.816,49.7265,46.968383333333335,0.07522803562923006,46.902,47.152,46.926,40.26483333333333,0.01485200056907982,40.23,40.324,40.266,0.6137166666666667,0.029901018443437788,0.565,0.688,0.609,20,80,1,115,0
1138,27.579733333333333,0.25143330595733004,27.129,28.063,27.574,1.7410166666666667,0.01919524276045413,1.707,1.781,1.738,2474.7764,195.62383811125716,2267.8,2909.6,2409.0,6.481715,2.98608909902018,0.0,20.479,7.5675,9.692508333333334,0.01482485157641223,9.646,9.743,9.693,158.50903499999998,14.670913401538673,143.37,190.82,153.59,107.40838883333333,46.46926759638879,0.0,166.63,127.52000000000001,1.7647253333333335,0.8768899449498486,0.0,10.836,2.031,0.0,0.0,0.0,0.0,0.0,9.135437833333333,0.022350131767780137,9.071,9.186,9.134,9.0514785,0.022972516053591616,8.993,9.106,9.051,57.69238333333333,23.182627379279023,0.0,77.971,66.7105,44.715066666666665,0.18006513573523594,44.289,44.949,44.777,49.69906666666667,0.10549975767772153,49.535,49.82,49.7245,46.95685,0.05827690329475872,46.898,47.09,46.926,40.29111666666667,0.04221377864328364,40.23,40.371,40.273,0.6161833333333333,0.029296550191231514,0.573,0.682,0.609,20,90,1,115,0
1139,27.654766666666667,0.2306553938984805,27.291,28.028,27.6055,1.7454,0.021065837071557805,1.712,1.786,1.7405,2475.3672666666666,195.24395523431104,2267.8,2907.8,2409.8,6.486073333333333,2.994985706185588,0.0,20.148,7.5725,9.693868333333333,0.014640180623997906,9.65,9.75,9.694,158.51948666666667,14.678892744976329,143.38,190.84,153.59,107.43525516666666,46.461508552200826,0.0,166.55,127.65,1.7615555,0.8756542268349501,0.0,10.68,2.023,0.0,0.0,0.0,0.0,0.0,9.136414166666667,0.02302064198999667,9.07,9.193,9.136,9.052812333333334,0.023891489037525762,8.982,9.115,9.052,57.70375,23.193645321710896,0.0,77.828,66.935,44.707366666666665,0.17581798819162836,44.352,44.871,44.777,49.69075,0.10790982189317944,49.531,49.816,49.719,46.951283333333336,0.08141296520796544,46.824,47.117,46.918,40.271316666666664,0.010726952695162361,40.242,40.297,40.273,0.6164000000000001,0.031209624764903878,0.571,0.685,0.6114999999999999,20,90,1,115,0
1140,27.6308,0.2193442306636384,27.328,28.382,27.616999999999997,1.7472333333333334,0.015625236721370648,1.729,1.802,1.741,2476.4333666666666,196.16108297793846,2272.0,2911.6,2411.0,6.4828133333333335,2.995001880176262,0.0,20.197,7.566,9.69487,0.013901505425258195,9.651,9.747,9.695,158.53160666666668,14.670075012376971,143.41,190.85,153.58,107.45162083333332,46.448668853306344,0.0,166.87,127.58500000000001,1.7649176666666666,0.8775328224803401,0.0,10.719,2.023,0.0,0.0,0.0,0.0,0.0,9.139872500000001,0.021783640610551543,9.083,9.191,9.139,9.057003333333332,0.022641777696073607,8.999,9.108,9.057,57.66766666666667,23.184991312445913,0.0,77.921,66.85300000000001,44.68593333333333,0.18549163868648436,44.277,44.93,44.758,49.688383333333334,0.1074105211629536,49.535,49.82,49.711,46.94416666666667,0.05320002761139748,46.898,47.09,46.918,40.25018333333333,0.03338044269931524,40.18,40.285,40.266,0.6138499999999999,0.03256691937055345,0.57,0.688,0.61,20,90,1,115,0
1141,27.599866666666667,0.27938458195249205,27.175,28.273,27.508000000000003,1.7485833333333334,0.021158234896956764,1.712,1.803,1.743,2473.6159333333335,194.69643423300303,2268.0,2903.6,2409.2,6.471765,2.9698721854267203,0.0,19.447,7.555,9.696826666666666,0.015894790430416778,9.657,9.761,9.697,158.51258833333333,14.675219144077113,143.33,190.93,153.58,107.40372916666666,46.48111959086072,0.0,166.56,127.64,1.7577813333333334,0.8743519440545113,0.0,10.727,2.023,0.0,0.0,0.0,0.0,0.0,9.140876333333333,0.022616106825377676,9.077,9.194,9.141,9.057039999999999,0.023539125197614683,8.993,9.118,9.057,57.60523333333333,23.160729252421106,0.0,77.858,66.757,44.66631666666667,0.18397498832091994,44.289,44.871,44.705,49.67666666666666,0.10838813911385703,49.527,49.82,49.678,46.93768333333333,0.06550624026857794,46.82,47.094,46.918,40.242216666666664,0.037959430469674885,40.164,40.285,40.266,0.6168833333333333,0.03260658749428714,0.568,0.689,0.6114999999999999,20,90,1,115,0
1142,27.692816666666666,0.2480783427151453,27.154,28.058,27.7575,1.7509166666666667,0.019291072552504417,1.711,1.782,1.7534999999999998,2472.942,195.4457139476775,2265.8,2907.0,2407.6,6.477125,2.977724858836561,0.0,20.295,7.561,9.695913333333333,0.014203710708310315,9.653,9.739,9.696,158.51565333333335,14.688253403241115,143.37,190.94,153.56,107.4296955,46.46211367889292,0.0,166.57,127.595,1.7574725000000002,0.874267001193181,0.0,10.898,2.023,0.0,0.0,0.0,0.0,0.0,9.143286,0.022266413485971522,9.084,9.201,9.144,9.058685666666667,0.02326757596393538,8.998,9.12,9.059,57.666916666666665,23.19490601899965,0.0,78.078,66.7505,44.6537,0.18346064095511175,44.223,44.875,44.699,49.67518333333333,0.10588456965202854,49.508,49.82,49.6815,46.90846666666666,0.0532816204093531,46.82,47.008,46.914,40.209050000000005,0.03605712275951591,40.16,40.273,40.191,0.6177499999999999,0.030648153648040487,0.572,0.689,0.6165,20,90,1,115,0
1143,27.568616666666667,0.3207873307690305,27.075,28.151,27.610500000000002,1.7425,0.024464779249542056,1.706,1.781,1.7429999999999999,2473.4456666666665,195.17301220200522,2266.0,2902.6,2407.6,6.4848333333333334,2.9952576365656016,0.0,20.246,7.564,9.696783333333332,0.014893603367137237,9.654,9.746,9.696,158.4939466666667,14.687713588083282,143.36,190.82,153.53,107.42940133333335,46.46010081429956,0.0,166.7,127.595,1.7644138333333335,0.8755286473386749,0.0,10.734,2.031,0.0,0.0,0.0,0.0,0.0,9.142429,0.02230373365805072,9.08,9.196,9.142,9.058878833333333,0.023161812614000882,8.996,9.118,9.059,57.766466666666666,23.227150485516642,0.0,78.064,66.96950000000001,44.65318333333333,0.18780620119964464,44.23,44.871,44.699,49.655316666666664,0.10731317888117192,49.473,49.812,49.652,46.8921,0.06705643967356455,46.816,47.012,46.91,40.22585,0.047873712754297686,40.102,40.285,40.254,0.62025,0.031992385216866925,0.57,0.709,0.6105,20,90,1,115,0
1144,27.467049999999997,0.1907687769819411,27.11,28.037,27.4555,1.73805,0.01640114196106839,1.712,1.778,1.7375,2474.5845,194.89517442610966,2269.0,2907.4,2409.4,6.477756666666667,2.980525473405362,0.0,20.049,7.559,9.696771666666667,0.013640490051202155,9.662,9.743,9.697,158.51076833333332,14.682901174182534,143.37,190.82,153.56,107.43648033333334,46.45423727950429,0.0,166.58,127.58500000000001,1.7590581666666667,0.8753622286165436,0.0,10.867,2.023,0.0,0.0,0.0,0.0,0.0,9.1425875,0.021746321393869932,9.09,9.194,9.142,9.059090166666666,0.022508083117105088,9.004,9.115,9.059,57.65741666666667,23.181036133298203,0.0,78.262,66.67750000000001,44.63406666666666,0.17873641862987838,44.25,44.863,44.687,49.64155,0.10948220581368961,49.383,49.793,49.629000000000005,46.91135,0.05932410976997339,46.82,47.008,46.912,40.26281666666667,0.010443539348530576,40.238,40.285,40.266,0.6170333333333333,0.029197147914268605,0.576,0.692,0.609,20,90,1,115,0
1145,27.532,0.20903328743106114,27.142,28.0,27.499499999999998,1.7446,0.017320703786538758,1.716,1.785,1.741,2476.0496333333335,194.95300340198438,2270.0,2907.4,2410.0,6.474758333333333,2.9794743679233777,0.0,20.268,7.558,9.69227,0.01443911054007896,9.646,9.735,9.693,158.52034666666665,14.674548749791247,143.41,190.87,153.59,107.45511883333333,46.45493564242629,0.0,166.59,127.695,1.7712168333333334,0.8810474040810806,0.0,10.789,2.047,0.0,0.0,0.0,0.0,0.0,9.138148833333332,0.022428750673667407,9.075,9.188,9.137,9.054252166666666,0.02334495112644443,8.988,9.107,9.053,57.60958333333333,23.154443332625927,0.0,77.763,66.6585,44.62165,0.18564288891145403,44.219,44.855,44.691,49.6345,0.10558802256162728,49.406,49.801,49.632999999999996,46.93035,0.0718941842488929,46.82,47.09,46.918,40.25743333333333,0.021617919957222717,40.152,40.281,40.266,0.61735,0.02936435346193218,0.576,0.686,0.6194999999999999,20,90,1,115,0
1146,27.447083333333335,0.346372499185617,27.01,27.98,27.35,1.7424833333333334,0.02468341353935468,1.708,1.786,1.7405,2477.0522,195.31913516751627,2272.0,2907.4,2411.6,6.47835,2.987577562784954,0.0,20.021,7.559,9.698518333333332,0.01496014729988676,9.646,9.751,9.699,158.51115833333333,14.673738076570261,143.44,190.82,153.54,107.433221,46.487091292221216,0.0,166.61,127.44999999999999,1.7690798333333333,0.8776506762819911,0.0,10.641,2.031,0.0,0.0,0.0,0.0,0.0,9.144834166666666,0.023084904550569756,9.085,9.196,9.144,9.061395666666668,0.024196322548955606,9.0,9.123,9.061,57.58455,23.14920022297875,0.0,77.715,66.759,44.6323,0.2035226468887705,44.207,44.883,44.695,49.6363,0.10601044080336397,49.391,49.812,49.632999999999996,46.891600000000004,0.0671649121471067,46.742,47.004,46.91,40.22558333333333,0.0432972742190802,40.152,40.281,40.246,0.6225833333333333,0.027713602892997062,0.583,0.69,0.6174999999999999,20,90,1,115,0
1147,27.655250000000002,0.33362470669189564,27.1,28.341,27.66,1.75265,0.02578977921317679,1.713,1.807,1.755,2477.409466666667,195.16464747400332,2270.0,2907.6,2411.6,6.47431,2.9828115453531137,0.0,20.271,7.553,9.695676666666667,0.014085434130568349,9.65,9.737,9.696,158.52794833333334,14.672306298011755,143.44,190.82,153.58,107.46784766666667,46.46507479116991,0.0,166.61,127.595,1.7634243333333335,0.8736246474384692,0.0,10.773,2.031,0.0,0.0,0.0,0.0,0.0,9.145822,0.02307933618253305,9.083,9.208,9.146,9.061673,0.02382018691259367,8.998,9.125,9.061,57.584983333333334,23.153659523684386,0.0,78.127,66.75200000000001,44.62948333333334,0.192006399228333,44.211,44.875,44.689,49.630766666666666,0.11024323902812252,49.449,49.793,49.629,46.8727,0.08218752843655097,46.734,47.008,46.902,40.16103333333333,0.030759298809904898,40.082,40.187,40.176,0.6232666666666666,0.032045976857764225,0.576,0.691,0.6194999999999999,20,90,1,115,0
