Ciclo,CE_media,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
1112,27.678733333333334,27.265,28.079,27.694000000000003,1.73685,0.0173760257592591,1.691,1.776,1.737,2481.753833333333,195.00617967214535,2275.6,2915.8,2417.8,6.360035,2.914131441305225,20.479,7.432,9.695851666666668,0.0142703329051661,9.648,9.74,9.696,158.12187833333334,14.675610093296466,143.02,190.66,153.27,107.34046833333336,46.244124079421816,0.0,166.45,127.44,1.7189076666666667,0.8561515843570687,0.0,10.531,1.977,0.0,0.0,0.0,0.0,0.0,9.123205166666668,9.055,9.177,9.123,9.039414,8.974,9.095,9.038,56.31021666666666,22.65499740513859,0.0,75.803,65.328,44.84171666666667,0.1905034446653843,44.434,45.043,44.8965,49.77271666666666,0.1013764743321837,49.562,49.895,49.801,47.07468333333334,0.066501049224974,46.918,47.238,47.086,40.431450000000005,0.0104823095527333,40.402,40.445,40.437,0.61425,0.033155833906477,0.573,0.695,0.605,20,100,2,115,0
1113,27.60428333333333,27.201,28.285,27.5255,1.7389666666666663,0.0199099384659398,1.711,1.785,1.74,2481.7227666666668,195.66925573004744,2276.8,2916.8,2417.6,6.359835,2.9123486614159164,20.479,7.4285,9.69136,0.0142543224853338,9.652,9.746,9.691,158.11052333333333,14.67515834570567,143.06,190.6,153.26,107.322371,46.23085686093631,0.0,166.19,127.19,1.7164478333333333,0.8543570162782386,0.0,10.625,1.969,0.0,0.0,0.0,0.0,0.0,9.122410833333332,9.066,9.178,9.122,9.038010333333332,8.981,9.094,9.036,56.24545,22.63545740828321,0.0,76.373,65.2295,44.84015,0.1939953542166,44.43,45.09,44.9005,49.782916666666665,0.0966936962989539,49.586,49.906,49.805,47.07241666666666,0.0587313018688426,46.992,47.207,47.09,40.41255,0.0351536217002449,40.344,40.445,40.428,0.6174499999999999,0.0319297029770618,0.555,0.678,0.611,20,100,2,115,0
1114,27.582016666666668,27.218,28.059,27.61,1.7394500000000002,0.0131257606720653,1.711,1.766,1.741,2481.5227666666665,195.6054036250891,2274.8,2917.8,2417.6,6.369336666666666,2.9020384770351586,20.479,7.433,9.688558333333331,0.0134901162318499,9.643,9.731,9.688,158.124815,14.66763787615161,143.09,190.66,153.27,107.34735083333334,46.21847414678643,0.0,166.44,127.305,1.7240073333333332,0.8610825272872241,0.0,10.734,1.977,0.0,0.0,0.0,0.0,0.0,9.120050333333332,9.057,9.179,9.12,9.035213833333334,8.974,9.093,9.035,56.46058333333333,22.712179989474677,0.0,76.07,65.3655,44.8273,0.18759885981367,44.445,45.035,44.865,49.783483333333336,0.0952981924289511,49.594,49.898,49.812,47.0753,0.0648268358326023,47.004,47.199,47.09,40.41093333333333,0.0402613776599004,40.242,40.445,40.426,0.6139333333333333,0.027065436503174,0.571,0.691,0.612,20,100,2,115,0
1115,27.980383333333336,27.226,28.502,28.117,1.7637833333333333,0.0291879309087584,1.711,1.809,1.7715,2481.8839000000003,195.7647821471257,2273.8,2917.8,2417.8,6.3625066666666665,2.906863242363705,20.479,7.423500000000001,9.685175,0.0150224442547012,9.634,9.731,9.686,158.12513333333334,14.673274655431856,143.09,190.65,153.3,107.35039116666664,46.21726286532567,0.0,166.42,127.225,1.7303145000000002,0.8578323056599434,0.0,10.703,1.992,0.0,0.0,0.0,0.0,0.0,9.116491333333332,9.057,9.17,9.116,9.032029666666666,8.972,9.087,9.031,56.33186666666666,22.64928237159011,0.0,76.0,65.1395,44.7914,0.1764017179669589,44.437,45.035,44.848,49.77251666666667,0.0923479954297158,49.574,49.887,49.801,47.07255,0.0654544543420853,46.996,47.195,47.086,40.312466666666666,0.0650307532637906,40.23,40.441,40.273,0.6152333333333334,0.0276585516653708,0.576,0.684,0.608,20,100,2,115,0
1116,27.67115,27.054,28.544,27.723,1.7361166666666668,0.0283088844332145,1.687,1.8,1.7365,2481.4756,195.62315897671093,2274.6,2916.6,2417.6,6.36826,2.9041875233907235,20.479,7.43,9.68756,0.0149408315502307,9.644,9.747,9.688,158.12771333333333,14.661050573036526,143.09,190.6,153.3,107.34139916666668,46.24227458201623,0.0,166.38,127.445,1.73243,0.8614891342058372,0.0,10.516,1.992,0.0,0.0,0.0,0.0,0.0,9.1134595,9.049,9.168,9.113,9.029682,8.962,9.089,9.028,56.45343333333334,22.710295975626675,0.0,76.312,65.384,44.79423333333333,0.1935347703763668,44.437,45.023,44.855,49.76038333333334,0.0976894234107663,49.543,49.895,49.793,47.04285,0.0745176182102521,46.91,47.18,47.012,40.38941666666666,0.0482884313150704,40.27,40.457,40.363,0.6159166666666667,0.0293374820512487,0.577,0.678,0.6134999999999999,20,100,2,115,0
1117,27.611683333333332,26.94,28.348,27.683,1.7368666666666668,0.0287628919756384,1.687,1.784,1.742,2470.593966666667,195.2995097621865,2261.6,2911.8,2405.8,6.456285,2.943316810479818,20.479,7.542999999999999,9.690606666666666,0.0155710002559419,9.642,9.742,9.691,158.36574,14.64597324777222,143.24,190.73,153.5,107.50248083333334,46.3269816731797,0.0,166.52,127.335,1.7672851666666665,0.8780205530217168,0.0,10.992,2.027,0.0,0.0,0.0,0.0,0.0,9.117593166666667,9.05,9.175,9.117,9.033800166666667,8.969,9.092,9.033,57.49508333333333,23.131617281197297,0.0,77.893,66.673,44.80718333333333,0.1993976940575798,44.43,45.043,44.859,49.75953333333334,0.1036631550625082,49.543,49.895,49.793,47.05153333333333,0.0833998875475209,46.918,47.18,47.086,40.40253333333333,0.0429013320747223,40.312,40.453,40.426,0.6156,0.0275528459879174,0.576,0.678,0.609,20,100,1,115,1
1118,27.36115,26.97,28.104,27.332,1.72175,0.0243628120332913,1.688,1.78,1.719,2473.6297666666665,197.39574522766569,2264.8,2905.8,2404.0,6.4157,2.984120253298044,20.479,7.546,9.693018333333333,0.0144919987326691,9.653,9.746,9.693,158.57831166666668,14.8058724940336,143.26,190.77,153.38,106.88937,46.908461929203504,0.0,166.48,127.445,1.758582,0.8838743194471139,0.0,10.953,2.031,0.0,0.0,0.0,0.0,0.0,9.121868,9.057,9.172,9.121,9.037004833333334,8.973,9.092,9.036,56.40746666666666,23.62312071368022,0.0,77.76,66.7175,44.83441666666667,0.1957781771106538,44.445,45.117,44.859,49.7722,0.1089404751166637,49.559,49.895,49.8065,47.023516666666666,0.0701176956476605,46.918,47.168,47.004,40.424200000000006,0.02576017159644,40.336,40.453,40.43,0.6179833333333333,0.0286867900069693,0.569,0.689,0.6125,20,73,1,115,0
1119,27.92415,27.246,28.477,27.9305,1.751866666666667,0.0261582321142815,1.704,1.796,1.7525,2472.545866666667,198.01890319845745,2263.8,2905.6,2403.6,6.426615,2.968399670605207,20.479,7.5495,9.688376666666668,0.0144739056741657,9.646,9.736,9.689,158.56248666666667,14.807180725918023,143.27,190.81,153.39,106.87283583333334,46.89156500497344,0.0,166.7,127.38,1.7572766666666666,0.8821619819602068,0.0,10.531,2.023,0.0,0.0,0.0,0.0,0.0,9.119511,9.064,9.175,9.119,9.034994666666666,8.978,9.097,9.034,56.61148333333333,23.46150502020867,0.0,77.971,66.74799999999999,44.8389,0.189796206495284,44.457,45.102,44.867,49.78788333333333,0.0981584833476252,49.594,49.937,49.812,47.03273333333333,0.066065931800228,46.898,47.152,47.008,40.3204,0.0565805859978882,40.254,40.43,40.281,0.6199333333333333,0.0239893102370558,0.58,0.669,0.617,20,73,1,115,0
1120,27.9789,27.102,28.87,28.047,1.7571,0.0313588848815921,1.693,1.817,1.7635,2469.0438,197.89853285571397,2262.0,2905.4,2399.6,6.418746666666666,2.988171677762486,20.479,7.5495,9.68442,0.014592526730969,9.644,9.731,9.686,158.55715833333332,14.813544176083427,143.3,191.06,153.37,106.8772545,46.88563042724104,0.0,166.52,127.425,1.7555608333333332,0.8829762062457324,0.0,10.695,2.023,0.0,0.0,0.0,0.0,0.0,9.114177333333332,9.05,9.167,9.113,9.029955166666667,8.96,9.094,9.029,56.52646666666667,23.69639171521487,0.0,78.274,66.87299999999999,44.81811666666667,0.1917723837655991,44.437,45.035,44.859,49.78801666666666,0.0981416291821699,49.594,49.922,49.805,47.05801666666667,0.0802509816544097,46.91,47.223,47.078,40.33165,0.0562915609173203,40.23,40.441,40.352,0.6220666666666667,0.0279199015749483,0.582,0.685,0.619,20,73,1,115,0
1121,27.54815,26.942,28.415,27.526,1.73615,0.025334256970971,1.686,1.801,1.738,2468.3533,197.4235087472572,2259.8,2899.6,2399.6,6.433055,2.979134296609847,20.479,7.547499999999999,9.685698333333333,0.0143572588618295,9.639,9.735,9.686,158.59969166666667,14.815122593637302,143.27,190.84,153.42,106.92610433333334,46.87358680966113,0.0,166.56,127.56,1.7444603333333335,0.8803512477868154,0.0,10.703,2.008,0.0,0.0,0.0,0.0,0.0,9.111863833333333,9.045,9.17,9.112,9.027676666666666,8.968,9.082,9.026,56.7119,23.523443029368227,0.0,78.126,66.8775,44.81388333333334,0.1912306347051105,44.457,45.047,44.857,49.77825,0.1023294157221321,49.574,49.914,49.805,47.06073333333333,0.0710578343267524,46.914,47.234,47.082,40.41356666666666,0.0373677857576502,40.324,40.445,40.4335,0.6222,0.0296166467161943,0.578,0.687,0.618,20,73,1,115,0
1122,27.34765,26.967,27.743,27.331,1.72145,0.018784617760465,1.689,1.761,1.7200000000000002,2466.1657666666665,197.54620735097163,2259.8,2899.8,2397.6,6.428663333333333,2.9737195883785126,20.479,7.555,9.684586666666666,0.014252404731246,9.646,9.738,9.684,158.59796500000002,14.809124040083658,143.33,190.84,153.42,106.89223683333331,46.8789921260778,0.0,166.61,127.425,1.7519056666666666,0.8798296388885736,0.0,10.648,2.023,0.0,0.0,0.0,0.0,0.0,9.11332,9.055,9.166,9.113,9.029514833333334,8.969,9.083,9.028,56.76091666666667,23.638329137582183,0.0,78.338,67.0295,44.81905,0.1975200847972321,44.449,45.102,44.863,49.7704,0.1068254080105041,49.555,49.898,49.8085,47.0212,0.0656301398310016,46.898,47.152,47.004,40.4258,0.0115256530385969,40.398,40.441,40.428,0.6264833333333333,0.0298825336812164,0.589,0.696,0.6205,20,73,1,115,0
1123,27.42865,27.13,27.937,27.3515,1.7300833333333334,0.0155424968727532,1.708,1.77,1.724,2466.244866666667,196.8348749459338,2259.8,2897.8,2398.0,6.441825,2.978149457525696,20.479,7.555,9.688518333333333,0.0141600556442639,9.646,9.738,9.688,158.58644833333332,14.819169873341462,143.25,190.84,153.44,106.87070916666669,46.8819189358695,0.0,166.79,127.58,1.7584408333333337,0.8860995357354097,0.0,11.031,2.031,0.0,0.0,0.0,0.0,0.0,9.119735666666664,9.057,9.175,9.119,9.035519333333331,8.972,9.095,9.035,56.91113333333333,23.494694863472557,0.0,78.371,66.923,44.83953333333333,0.1927172748421859,44.457,45.109,44.8925,49.78243333333333,0.1019739692052813,49.574,49.906,49.812,47.03853333333333,0.0495688073960459,46.992,47.16,47.008,40.41018333333333,0.0374968887598225,40.32,40.453,40.428,0.6231500000000001,0.0300021609391214,0.574,0.694,0.618,20,73,1,115,0
1124,27.30431666666667,26.991,27.614,27.27,1.72675,0.0122718155799017,1.7,1.751,1.723,2467.5236666666665,196.7583481358513,2258.8,2897.8,2399.0,6.4352583333333335,2.978390625173955,20.479,7.5565,9.686491666666663,0.0145318692050679,9.637,9.734,9.686,158.60234,14.821717248959432,143.3,190.87,153.43,106.91638983333334,46.86841335507246,0.0,166.55,127.395,1.7490993333333331,0.8794254709710914,0.0,10.859,2.023,0.0,0.0,0.0,0.0,0.0,9.120262166666668,9.055,9.171,9.12,9.036005166666667,8.967,9.095,9.035,56.79358333333333,23.54653677172272,0.0,78.436,66.88,44.82771666666667,0.1917787471361419,44.445,45.035,44.863,49.78293333333333,0.1106556525728689,49.562,49.926,49.816,47.02863333333333,0.0537196005218348,46.918,47.156,47.008,40.41348333333334,0.0303831418838588,40.32,40.441,40.426,0.6163166666666666,0.030060104574097,0.573,0.688,0.613,20,73,1,115,0
1125,27.351616666666665,26.846,27.959,27.439,1.73045,0.023775378946881,1.682,1.778,1.735,2471.3472333333334,196.04621785589416,2264.0,2899.6,2403.6,6.426161666666667,2.98009236260892,20.479,7.5495,9.688625,0.0159650403231836,9.641,9.742,9.688,158.60787333333334,14.81478339852272,143.24,190.87,153.46,106.91293483333334,46.872194317618735,0.0,166.68,127.56,1.7528963333333334,0.8818778732627592,0.0,10.75,2.023,0.0,0.0,0.0,0.0,0.0,9.120950333333331,9.047,9.181,9.12,9.036976,8.964,9.099,9.036,56.59396666666667,23.61372075576133,0.0,78.097,66.7555,44.80788333333333,0.1839216940657706,44.449,45.043,44.857,49.77491666666666,0.0961836681698054,49.57,49.91,49.805,47.03163333333334,0.0728776468639656,46.898,47.168,47.008,40.40335,0.0539336770990433,40.227,40.453,40.43,0.6188333333333333,0.0318876027483965,0.565,0.693,0.6125,20,73,1,115,0
1126,27.6873,27.219,28.387,27.5665,1.7440166666666668,0.0268204903117929,1.708,1.803,1.739,2477.0189,196.6049644544404,2269.6,2909.4,2409.2,6.424093333333333,2.9913594356765696,20.479,7.554,9.694966666666666,0.0149414736537953,9.651,9.748,9.696,158.60244166666666,14.829501306734388,143.26,190.85,153.45,106.90453,46.86861887467962,0.0,166.47,127.56,1.760185,0.8875077100684253,0.0,10.992,2.031,0.0,0.0,0.0,0.0,0.0,9.131770333333334,9.074,9.184,9.131,9.0480985,8.991,9.111,9.047,56.34898333333334,23.61414883431561,0.0,77.757,66.6045,44.80395,0.1892922075271693,44.449,45.047,44.855,49.76395,0.0996002901432018,49.562,49.898,49.801,47.02295,0.0788311701665717,46.898,47.16,47.008,40.34751666666667,0.0348252254505761,40.258,40.437,40.352,0.6138333333333333,0.0276584291051565,0.571,0.68,0.6065,20,73,1,115,0
1127,27.889266666666668,27.005,28.504,28.088,1.7494333333333332,0.0364749120497848,1.686,1.799,1.7565,2474.558366666666,197.96216167803664,2269.8,2909.4,2405.4,6.430573333333333,2.979613275814706,20.479,7.554,9.69291,0.0148223278312555,9.649,9.747,9.693,158.622695,14.81373621847073,143.31,190.84,153.48,106.91248116666668,46.88809160023781,0.0,166.57,127.455,1.751579166666667,0.8814114733937892,0.0,10.586,2.023,0.0,0.0,0.0,0.0,0.0,9.126557333333333,9.061,9.175,9.126,9.0424255,8.979,9.095,9.042,56.55526666666666,23.559814960617395,0.0,78.226,66.7875,44.798766666666666,0.1894892659780571,44.437,45.035,44.855,49.752833333333335,0.1070309897569892,49.535,49.895,49.803,47.02773333333333,0.0841954680262336,46.898,47.195,47.008,40.32795,0.0709608211310535,40.246,40.445,40.285,0.6133500000000001,0.031890610168969,0.566,0.693,0.607,20,73,1,115,0
1128,27.713066666666663,27.029,28.461,27.8055,1.7373666666666667,0.0333405472419917,1.686,1.796,1.7355,2472.756966666667,195.5579818251043,2269.8,2904.4,2406.0,6.467766666666666,3.002073141035893,20.479,7.564,9.696905,0.0148204380493044,9.651,9.743,9.698,158.52174666666667,14.746422598234696,143.33,190.8,153.53,107.15781133333334,46.655836635599634,0.0,166.65,127.48,1.7587131666666669,0.8773692778423395,0.0,10.516,2.023,0.0,0.0,0.0,0.0,0.0,9.133249333333334,9.07,9.186,9.132,9.049173833333333,8.976,9.106,9.049,57.36196666666667,23.140934835991736,0.0,78.204,66.756,44.79071666666667,0.1836548985227845,44.371,45.035,44.855,49.752966666666666,0.1015334906201592,49.559,49.887,49.801,47.00281666666667,0.0747029125352107,46.898,47.129,47.004,40.35885,0.0660056045386212,40.27,40.457,40.3555,0.6147666666666667,0.034402092302682,0.568,0.734,0.6074999999999999,20,80,1,115,0
1129,27.46943333333333,27.005,27.942,27.506,1.7253333333333332,0.0202012473743634,1.69,1.763,1.725,2473.0951333333333,195.5744996170673,2268.0,2903.6,2405.8,6.460106666666666,2.992707339626888,20.312,7.5535,9.693875,0.0144575612326096,9.657,9.738,9.695,158.55006,14.7491310300219,143.39,190.84,153.52,107.18900183333334,46.6521778423873,0.0,166.52,127.575,1.757716,0.8780450858998141,0.0,10.672,2.023,0.0,0.0,0.0,0.0,0.0,9.126954833333333,9.064,9.178,9.126,9.0423895,8.977,9.1,9.042,57.29461666666667,23.11613489706656,0.0,77.851,66.7765,44.78436666666666,0.1803043534887717,44.449,45.031,44.8515,49.73833333333334,0.101745556129449,49.543,49.883,49.789,47.04115,0.08049419918041,46.898,47.172,47.010000000000005,40.43691666666667,0.0112072792123937,40.41,40.453,40.441,0.6135666666666667,0.0324420561254942,0.569,0.7,0.608,20,80,1,115,0
1130,27.49095,27.049,28.069,27.5385,1.73505,0.0206581743988068,1.708,1.777,1.7345000000000002,2473.381966666667,195.80433130421545,2268.0,2903.4,2405.4,6.46299,2.9885011899228497,20.318,7.5535,9.69247,0.0150260463900819,9.646,9.739,9.693,158.54556,14.749755697476909,143.35,190.84,153.52,107.19230633333332,46.65093641159664,0.0,166.6,127.56,1.7591311666666667,0.8774393872371005,0.0,10.914,2.023,0.0,0.0,0.0,0.0,0.0,9.126053833333334,9.062,9.181,9.125,9.042111666666669,8.981,9.097,9.041,57.294783333333335,23.127284699299,0.0,78.244,66.685,44.76703333333333,0.1709101227443843,44.445,45.02,44.848,49.7424,0.0995461225185318,49.547,49.887,49.787,47.06336666666667,0.0620986002917269,46.984,47.168,47.082,40.42036666666667,0.032386943731905,40.344,40.457,40.4335,0.6164666666666666,0.0300217247139843,0.577,0.69,0.609,20,80,1,115,0
1131,27.4907,26.826,28.065,27.4705,1.7372,0.0207379125504269,1.692,1.782,1.7375,2473.7244,196.3571045401498,2268.0,2907.8,2406.0,6.465331666666667,3.001052042300868,20.099,7.559,9.69342,0.0142322824278182,9.653,9.744,9.693,158.54226166666666,14.747697567149924,143.33,190.85,153.52,107.18229866666668,46.65137429273333,0.0,166.56,127.455,1.7585426666666666,0.8795498449971622,0.0,10.734,2.023,0.0,0.0,0.0,0.0,0.0,9.1315755,9.071,9.186,9.131,9.048259333333332,8.986,9.103,9.0475,57.39163333333333,23.14215383964624,0.0,77.962,66.813,44.75651666666667,0.1805432941802257,44.344,45.035,44.848,49.730266666666665,0.1050192664594688,49.527,49.879,49.791,47.03803333333334,0.0749603209539136,46.91,47.168,47.012,40.38645,0.0388575952918384,40.324,40.445,40.363,0.6236999999999999,0.0330014380785782,0.573,0.709,0.615,20,80,1,115,0
1132,27.515966666666667,26.854,28.358,27.5145,1.7402333333333333,0.0341499021844724,1.69,1.806,1.7425000000000002,2475.2615333333333,195.1366080714119,2272.0,2908.6,2409.4,6.458111666666667,2.9726510575096787,20.186,7.559,9.693536666666668,0.0149752825471786,9.649,9.742,9.694,158.52971333333335,14.74322448208598,143.31,190.8,153.51,107.19768616666666,46.643750300696034,0.0,166.63,127.475,1.7611081666666666,0.8774726889500762,0.0,10.5,2.031,0.0,0.0,0.0,0.0,0.0,9.1332,9.073,9.191,9.132,9.049672333333334,8.989,9.11,9.049,57.17928333333334,23.137013849404035,0.0,77.968,66.7375,44.739450000000005,0.1788728764575693,44.367,44.953,44.8125,49.7216,0.0996904021016464,49.52,49.832,49.7655,47.01993333333333,0.0927637543671758,46.898,47.172,47.004,40.35245,0.0738714928617768,40.238,40.445,40.352,0.61345,0.0328687296656033,0.567,0.683,0.6045,20,80,1,115,0
1133,27.78388333333333,27.166,28.263,27.832,1.7546666666666666,0.0247061830363573,1.709,1.799,1.756,2474.492166666667,195.7578735653213,2268.8,2907.8,2407.6,6.465518333333334,3.0012749577388727,20.083,7.5555,9.69055,0.0151266495258026,9.643,9.731,9.691,158.52877,14.747093039396358,143.27,190.79,153.51,107.20294616666668,46.65367248448915,0.0,166.63,127.525,1.7633831666666668,0.8838924996901316,0.0,11.117,2.031,0.0,0.0,0.0,0.0,0.0,9.133896666666669,9.066,9.187,9.134,9.050554666666669,8.982,9.111,9.05,57.34155,23.12114791255114,0.0,77.971,66.77250000000001,44.73115,0.172212405801282,44.371,44.941,44.8205,49.71296666666667,0.1002968419102816,49.543,49.816,49.7735,47.007783333333336,0.0776952088627516,46.91,47.152,47.0,40.27891666666667,0.0311884874819611,40.238,40.359,40.27,0.5975166666666667,0.0392780145804053,0.547,0.687,0.589,20,80,1,115,0
1134,27.745816666666663,27.435,28.146,27.687,1.7523000000000002,0.0203222346295623,1.729,1.79,1.7445,2475.1366,195.70769023497863,2270.0,2905.6,2407.8,6.461336666666667,2.987958758510537,20.203,7.557,9.689243333333334,0.014649407181641,9.639,9.737,9.689,158.52423833333333,14.746408594895165,143.3,190.84,153.48,107.20662983333332,46.64626058022031,0.0,166.61,127.505,1.765864833333333,0.882889874400174,0.0,10.937,2.031,0.0,0.0,0.0,0.0,0.0,9.134929333333334,9.07,9.191,9.134,9.051629666666669,8.983,9.113,9.051,57.2451,23.114734975181552,0.0,77.904,66.65350000000001,44.73718333333333,0.1684933727677914,44.371,44.953,44.785,49.711866666666666,0.1056781918183177,49.5,49.816,49.7735,46.98733333333333,0.0784469304941563,46.902,47.133,46.971,40.27063333333333,0.0123136505026144,40.238,40.293,40.273,0.61415,0.030710692114791,0.567,0.688,0.609,20,80,1,115,0
1135,27.74713333333333,27.455,28.259,27.6245,1.7504833333333332,0.0221133380002685,1.728,1.797,1.7395,2475.9276666666665,195.89294246783604,2270.0,2905.4,2408.4,6.458286666666667,2.978822539868553,20.241,7.56,9.689231666666666,0.0152589664564068,9.646,9.747,9.69,158.55461,14.75663935031896,143.24,190.88,153.51,107.227452,46.65629209045981,0.0,166.58,127.59,1.7663708333333334,0.8820907296447413,0.0,10.695,2.031,0.0,0.0,0.0,0.0,0.0,9.134732,9.071,9.186,9.134,9.051331833333334,8.983,9.108,9.05,57.1624,23.10124047971656,0.0,77.655,66.6705,44.69895,0.1819545878341562,44.297,44.965,44.7735,49.703116666666666,0.1044517716406475,49.531,49.816,49.734,46.978766666666665,0.085306102205215,46.902,47.168,46.926,40.26483333333333,0.014329259702297,40.199,40.285,40.268,0.6137,0.032415365680544,0.569,0.688,0.607,20,80,1,115,0
1136,27.635350000000003,27.095,28.116,27.6045,1.7427833333333334,0.0233935321110936,1.707,1.788,1.738,2476.5517,196.1061807953414,2269.8,2907.8,2409.6,6.461058333333334,2.980678957890955,19.851,7.557,9.690035,0.0142536212192942,9.644,9.727,9.69,158.526065,14.743202960619834,143.3,190.84,153.47,107.1726835,46.65931123059736,0.0,166.78,127.505,1.7586311666666667,0.880434790145519,0.0,10.703,2.023,0.0,0.0,0.0,0.0,0.0,9.132585166666669,9.071,9.186,9.132,9.049324666666664,8.986,9.111,9.049,57.20608333333333,23.113080718092807,0.0,78.03,66.6775,44.70068333333334,0.1857537545909356,44.262,44.941,44.76,49.69295,0.1102560079457667,49.453,49.816,49.7185,46.95698333333333,0.0673159742964527,46.898,47.094,46.918,40.28436666666666,0.0398514047842252,40.23,40.363,40.27,0.6107999999999999,0.0339360315489029,0.566,0.689,0.6034999999999999,20,80,1,115,0
1137,27.741933333333336,27.375,28.222,27.67,1.750816666666667,0.0204330172047691,1.724,1.802,1.7415,2476.7581,196.1325147061172,2270.0,2907.4,2409.8,6.46972,2.994582198321525,20.023,7.561999999999999,9.694931666666667,0.0148447839292273,9.637,9.738,9.695,158.55619166666668,14.741056647058178,143.26,190.85,153.53,107.1981525,46.65265324014597,0.0,166.57,127.55,1.7606773333333334,0.8770477641970281,0.0,10.586,2.023,0.0,0.0,0.0,0.0,0.0,9.136068166666666,9.08,9.191,9.135,9.052376666666667,8.996,9.111,9.052,57.31998333333333,23.13126360027658,0.0,77.981,66.783,44.72291666666667,0.1800403242653746,44.355,44.941,44.8205,49.69571666666666,0.109383339552932,49.535,49.816,49.7265,46.968383333333335,0.07522803562923,46.902,47.152,46.926,40.26483333333333,0.0148520005690798,40.23,40.324,40.266,0.6137166666666667,0.0299010184434377,0.565,0.688,0.609,20,80,1,115,0
1138,27.579733333333333,27.129,28.063,27.574,1.7410166666666669,0.0191952427604541,1.707,1.781,1.738,2474.7764,195.6238381112572,2267.8,2909.6,2409.0,6.481715,2.98608909902018,20.479,7.5675,9.692508333333334,0.0148248515764122,9.646,9.743,9.693,158.50903499999998,14.670913401538671,143.37,190.82,153.59,107.40838883333332,46.46926759638879,0.0,166.63,127.52,1.7647253333333337,0.8768899449498486,0.0,10.836,2.031,0.0,0.0,0.0,0.0,0.0,9.135437833333333,9.071,9.186,9.134,9.0514785,8.993,9.106,9.051,57.69238333333333,23.182627379279023,0.0,77.971,66.7105,44.715066666666665,0.1800651357352359,44.289,44.949,44.777,49.69906666666667,0.1054997576777215,49.535,49.82,49.7245,46.95685,0.0582769032947587,46.898,47.09,46.926,40.29111666666667,0.0422137786432836,40.23,40.371,40.273,0.6161833333333333,0.0292965501912315,0.573,0.682,0.609,20,90,1,115,0
1139,27.654766666666667,27.291,28.028,27.6055,1.7454,0.0210658370715578,1.712,1.786,1.7405,2475.367266666666,195.24395523431104,2267.8,2907.8,2409.8,6.486073333333333,2.994985706185588,20.148,7.5725,9.693868333333333,0.0146401806239979,9.65,9.75,9.694,158.5194866666667,14.678892744976327,143.38,190.84,153.59,107.43525516666666,46.461508552200826,0.0,166.55,127.65,1.7615555,0.8756542268349501,0.0,10.68,2.023,0.0,0.0,0.0,0.0,0.0,9.136414166666668,9.07,9.193,9.136,9.052812333333334,8.982,9.115,9.052,57.70375,23.193645321710896,0.0,77.828,66.935,44.707366666666665,0.1758179881916283,44.352,44.871,44.777,49.69075,0.1079098218931794,49.531,49.816,49.719,46.951283333333336,0.0814129652079654,46.824,47.117,46.918,40.27131666666666,0.0107269526951623,40.242,40.297,40.273,0.6164000000000001,0.0312096247649038,0.571,0.685,0.6114999999999999,20,90,1,115,0
1140,27.6308,27.328,28.382,27.617,1.7472333333333334,0.0156252367213706,1.729,1.802,1.741,2476.433366666666,196.1610829779385,2272.0,2911.6,2411.0,6.4828133333333335,2.995001880176262,20.197,7.566,9.69487,0.0139015054252581,9.651,9.747,9.695,158.53160666666668,14.670075012376971,143.41,190.85,153.58,107.45162083333332,46.44866885330634,0.0,166.87,127.585,1.7649176666666666,0.8775328224803401,0.0,10.719,2.023,0.0,0.0,0.0,0.0,0.0,9.1398725,9.083,9.191,9.139,9.057003333333332,8.999,9.108,9.057,57.66766666666667,23.184991312445916,0.0,77.921,66.85300000000001,44.68593333333333,0.1854916386864843,44.277,44.93,44.758,49.68838333333333,0.1074105211629536,49.535,49.82,49.711,46.94416666666667,0.0532000276113974,46.898,47.09,46.918,40.25018333333333,0.0333804426993152,40.18,40.285,40.266,0.6138499999999999,0.0325669193705534,0.57,0.688,0.61,20,90,1,115,0
